state,residence,variable,estimate,lci,uci,type,est_ci,n,stratification,strata,n5_state
24,Urban,dm_diagnosed,4.3,3.9,4.8,Proportion,"4.3 (3.9, 4.8)",26811,,NA,Gujarat
24,Urban,dm_treated,3.8,3.4,4.2,Proportion,"3.8 (3.4, 4.2)",26811,,NA,Gujarat
24,Urban,dm_controlled,2.4,2.1,2.7,Proportion,"2.4 (2.1, 2.7)",26811,,NA,Gujarat
25,Rural,dm_screened,28,20.1,35.9,Proportion,"28 (20.1, 35.9)",2908,,NA,Dadra & Nagar Haveli And Daman & Diu
25,Rural,dm_disease,4.5,3.3,5.6,Proportion,"4.5 (3.3, 5.6)",2908,,NA,Dadra & Nagar Haveli And Daman & Diu
25,Rural,dm_diagnosed,1.7,1,2.5,Proportion,"1.7 (1, 2.5)",2908,,NA,Dadra & Nagar Haveli And Daman & Diu
25,Rural,dm_treated,1.6,0.9,2.2,Proportion,"1.6 (0.9, 2.2)",2908,,NA,Dadra & Nagar Haveli And Daman & Diu
25,Rural,dm_controlled,1,0.5,1.5,Proportion,"1 (0.5, 1.5)",2908,,NA,Dadra & Nagar Haveli And Daman & Diu
25,Urban,dm_screened,26.3,20.2,32.4,Proportion,"26.3 (20.2, 32.4)",3463,,NA,Dadra & Nagar Haveli And Daman & Diu
25,Urban,dm_disease,5.6,4.2,7,Proportion,"5.6 (4.2, 7)",3463,,NA,Dadra & Nagar Haveli And Daman & Diu
25,Urban,dm_diagnosed,3.3,2.2,4.4,Proportion,"3.3 (2.2, 4.4)",3463,,NA,Dadra & Nagar Haveli And Daman & Diu
25,Urban,dm_treated,3,2,4,Proportion,"3 (2, 4)",3463,,NA,Dadra & Nagar Haveli And Daman & Diu
25,Urban,dm_controlled,1.5,1,2.1,Proportion,"1.5 (1, 2.1)",3463,,NA,Dadra & Nagar Haveli And Daman & Diu
27,Rural,dm_screened,27.5,25.7,29.2,Proportion,"27.5 (25.7, 29.2)",60891,,NA,Maharashtra
27,Rural,dm_disease,4.1,3.8,4.3,Proportion,"4.1 (3.8, 4.3)",60891,,NA,Maharashtra
27,Rural,dm_diagnosed,2.7,2.5,2.9,Proportion,"2.7 (2.5, 2.9)",60891,,NA,Maharashtra
27,Rural,dm_treated,2.2,2,2.4,Proportion,"2.2 (2, 2.4)",60891,,NA,Maharashtra
27,Rural,dm_controlled,1.4,1.3,1.6,Proportion,"1.4 (1.3, 1.6)",60891,,NA,Maharashtra
27,Urban,dm_screened,40.6,37.5,43.6,Proportion,"40.6 (37.5, 43.6)",27328,,NA,Maharashtra
27,Urban,dm_disease,7,6.4,7.6,Proportion,"7 (6.4, 7.6)",27328,,NA,Maharashtra
27,Urban,dm_diagnosed,5.3,4.7,5.8,Proportion,"5.3 (4.7, 5.8)",27328,,NA,Maharashtra
27,Urban,dm_treated,4.7,4.1,5.2,Proportion,"4.7 (4.1, 5.2)",27328,,NA,Maharashtra
27,Urban,dm_controlled,3.1,2.7,3.5,Proportion,"3.1 (2.7, 3.5)",27328,,NA,Maharashtra
28,Rural,dm_screened,52.6,49.7,55.4,Proportion,"52.6 (49.7, 55.4)",19143,,NA,Andhra Pradesh
28,Rural,dm_disease,9.3,8.7,9.9,Proportion,"9.3 (8.7, 9.9)",19143,,NA,Andhra Pradesh
28,Rural,dm_diagnosed,6.8,6.2,7.3,Proportion,"6.8 (6.2, 7.3)",19143,,NA,Andhra Pradesh
28,Rural,dm_treated,6,5.4,6.5,Proportion,"6 (5.4, 6.5)",19143,,NA,Andhra Pradesh
28,Rural,dm_controlled,3.2,2.9,3.6,Proportion,"3.2 (2.9, 3.6)",19143,,NA,Andhra Pradesh
28,Urban,dm_screened,56.5,52.6,60.5,Proportion,"56.5 (52.6, 60.5)",7363,,NA,Andhra Pradesh
28,Urban,dm_disease,13.9,12.7,15.2,Proportion,"13.9 (12.7, 15.2)",7363,,NA,Andhra Pradesh
28,Urban,dm_diagnosed,10.2,9.1,11.3,Proportion,"10.2 (9.1, 11.3)",7363,,NA,Andhra Pradesh
28,Urban,dm_treated,9.2,8.2,10.2,Proportion,"9.2 (8.2, 10.2)",7363,,NA,Andhra Pradesh
28,Urban,dm_controlled,4.8,4.1,5.6,Proportion,"4.8 (4.1, 5.6)",7363,,NA,Andhra Pradesh
29,Rural,dm_screened,39.6,37.5,41.7,Proportion,"39.6 (37.5, 41.7)",52477,,NA,Karnataka
29,Rural,dm_disease,5.9,5.6,6.3,Proportion,"5.9 (5.6, 6.3)",52477,,NA,Karnataka
29,Rural,dm_diagnosed,4,3.7,4.3,Proportion,"4 (3.7, 4.3)",52477,,NA,Karnataka
29,Rural,dm_treated,3.4,3.2,3.7,Proportion,"3.4 (3.2, 3.7)",52477,,NA,Karnataka
29,Rural,dm_controlled,1.9,1.8,2.1,Proportion,"1.9 (1.8, 2.1)",52477,,NA,Karnataka
29,Urban,dm_screened,44.7,40.4,49,Proportion,"44.7 (40.4, 49)",20340,,NA,Karnataka
29,Urban,dm_disease,9,8.1,9.9,Proportion,"9 (8.1, 9.9)",20340,,NA,Karnataka
29,Urban,dm_diagnosed,6.6,5.8,7.4,Proportion,"6.6 (5.8, 7.4)",20340,,NA,Karnataka
29,Urban,dm_treated,6,5.3,6.7,Proportion,"6 (5.3, 6.7)",20340,,NA,Karnataka
29,Urban,dm_controlled,3.2,2.8,3.7,Proportion,"3.2 (2.8, 3.7)",20340,,NA,Karnataka
30,Rural,dm_screened,78,70.3,85.7,Proportion,"78 (70.3, 85.7)",1928,,NA,Goa
30,Rural,dm_disease,12.2,10.4,14.1,Proportion,"12.2 (10.4, 14.1)",1928,,NA,Goa
30,Rural,dm_diagnosed,10,8.2,11.8,Proportion,"10 (8.2, 11.8)",1928,,NA,Goa
30,Rural,dm_treated,8.8,7.1,10.6,Proportion,"8.8 (7.1, 10.6)",1928,,NA,Goa
30,Rural,dm_controlled,5.4,4.1,6.7,Proportion,"5.4 (4.1, 6.7)",1928,,NA,Goa
30,Urban,dm_screened,78.9,74,83.7,Proportion,"78.9 (74, 83.7)",3006,,NA,Goa
30,Urban,dm_disease,11.3,9.7,12.8,Proportion,"11.3 (9.7, 12.8)",3006,,NA,Goa
30,Urban,dm_diagnosed,9.4,7.9,10.8,Proportion,"9.4 (7.9, 10.8)",3006,,NA,Goa
30,Urban,dm_treated,8.5,7.2,9.8,Proportion,"8.5 (7.2, 9.8)",3006,,NA,Goa
30,Urban,dm_controlled,5.2,4,6.4,Proportion,"5.2 (4, 6.4)",3006,,NA,Goa
31,Rural,dm_screened,78.9,72.7,85.2,Proportion,"78.9 (72.7, 85.2)",611,,NA,Lakshadweep
31,Rural,dm_disease,9.6,7.6,11.7,Proportion,"9.6 (7.6, 11.7)",611,,NA,Lakshadweep
31,Rural,dm_diagnosed,8.2,6.8,9.5,Proportion,"8.2 (6.8, 9.5)",611,,NA,Lakshadweep
31,Rural,dm_treated,6.4,5,7.8,Proportion,"6.4 (5, 7.8)",611,,NA,Lakshadweep
31,Rural,dm_controlled,3.5,2.5,4.6,Proportion,"3.5 (2.5, 4.6)",611,,NA,Lakshadweep
31,Urban,dm_screened,86.1,83.4,88.7,Proportion,"86.1 (83.4, 88.7)",2248,,NA,Lakshadweep
31,Urban,dm_disease,10.9,9.1,12.8,Proportion,"10.9 (9.1, 12.8)",2248,,NA,Lakshadweep
31,Urban,dm_diagnosed,9.7,7.9,11.5,Proportion,"9.7 (7.9, 11.5)",2248,,NA,Lakshadweep
31,Urban,dm_treated,8,6.6,9.4,Proportion,"8 (6.6, 9.4)",2248,,NA,Lakshadweep
31,Urban,dm_controlled,5.2,4,6.4,Proportion,"5.2 (4, 6.4)",2248,,NA,Lakshadweep
32,Rural,dm_screened,80.4,78.9,81.9,Proportion,"80.4 (78.9, 81.9)",17946,,NA,Kerala
32,Rural,dm_disease,17.8,16.9,18.6,Proportion,"17.8 (16.9, 18.6)",17946,,NA,Kerala
32,Rural,dm_diagnosed,15.4,14.5,16.2,Proportion,"15.4 (14.5, 16.2)",17946,,NA,Kerala
32,Rural,dm_treated,12.6,11.9,13.4,Proportion,"12.6 (11.9, 13.4)",17946,,NA,Kerala
32,Rural,dm_controlled,7.8,7.2,8.4,Proportion,"7.8 (7.2, 8.4)",17946,,NA,Kerala
32,Urban,dm_screened,82.9,81.3,84.4,Proportion,"82.9 (81.3, 84.4)",12328,,NA,Kerala
32,Urban,dm_disease,17.4,16.5,18.3,Proportion,"17.4 (16.5, 18.3)",12328,,NA,Kerala
32,Urban,dm_diagnosed,15.4,14.5,16.3,Proportion,"15.4 (14.5, 16.3)",12328,,NA,Kerala
32,Urban,dm_treated,13.1,12.2,13.9,Proportion,"13.1 (12.2, 13.9)",12328,,NA,Kerala
32,Urban,dm_controlled,8.2,7.5,8.9,Proportion,"8.2 (7.5, 8.9)",12328,,NA,Kerala
33,Rural,dm_screened,70,68.3,71.8,Proportion,"70 (68.3, 71.8)",37938,,NA,Tamil Nadu
33,Rural,dm_disease,12.7,11.6,13.8,Proportion,"12.7 (11.6, 13.8)",37938,,NA,Tamil Nadu
33,Rural,dm_diagnosed,10.1,9,11.1,Proportion,"10.1 (9, 11.1)",37938,,NA,Tamil Nadu
33,Rural,dm_treated,6.4,6,6.8,Proportion,"6.4 (6, 6.8)",37938,,NA,Tamil Nadu
33,Rural,dm_controlled,3.5,3.2,3.7,Proportion,"3.5 (3.2, 3.7)",37938,,NA,Tamil Nadu
33,Urban,dm_screened,73.9,72.1,75.7,Proportion,"73.9 (72.1, 75.7)",27097,,NA,Tamil Nadu
33,Urban,dm_disease,16.4,15.3,17.6,Proportion,"16.4 (15.3, 17.6)",27097,,NA,Tamil Nadu
33,Urban,dm_diagnosed,13.6,12.5,14.7,Proportion,"13.6 (12.5, 14.7)",27097,,NA,Tamil Nadu
33,Urban,dm_treated,10.1,9.6,10.7,Proportion,"10.1 (9.6, 10.7)",27097,,NA,Tamil Nadu
33,Urban,dm_controlled,5.3,4.9,5.7,Proportion,"5.3 (4.9, 5.7)",27097,,NA,Tamil Nadu
34,Rural,dm_screened,59.1,51.6,66.7,Proportion,"59.1 (51.6, 66.7)",1818,,NA,Puducherry
34,Rural,dm_disease,9,7,11,Proportion,"9 (7, 11)",1818,,NA,Puducherry
34,Rural,dm_diagnosed,7,5,9,Proportion,"7 (5, 9)",1818,,NA,Puducherry
34,Rural,dm_treated,5.9,4.2,7.6,Proportion,"5.9 (4.2, 7.6)",1818,,NA,Puducherry
34,Rural,dm_controlled,3.1,1.9,4.3,Proportion,"3.1 (1.9, 4.3)",1818,,NA,Puducherry
34,Urban,dm_screened,75.1,71,79.2,Proportion,"75.1 (71, 79.2)",7327,,NA,Puducherry
34,Urban,dm_disease,15.1,13.1,17.1,Proportion,"15.1 (13.1, 17.1)",7327,,NA,Puducherry
34,Urban,dm_diagnosed,13.2,11.2,15.1,Proportion,"13.2 (11.2, 15.1)",7327,,NA,Puducherry
34,Urban,dm_treated,11.2,9.6,12.7,Proportion,"11.2 (9.6, 12.7)",7327,,NA,Puducherry
34,Urban,dm_controlled,7.4,6.1,8.6,Proportion,"7.4 (6.1, 8.6)",7327,,NA,Puducherry
35,Rural,dm_screened,77.8,74.6,80.9,Proportion,"77.8 (74.6, 80.9)",5242,,NA,Andaman & Nicobar Islands
35,Rural,dm_disease,7.8,6.4,9.2,Proportion,"7.8 (6.4, 9.2)",5242,,NA,Andaman & Nicobar Islands
35,Rural,dm_diagnosed,6.7,5.4,8.1,Proportion,"6.7 (5.4, 8.1)",5242,,NA,Andaman & Nicobar Islands
35,Rural,dm_treated,5.9,4.6,7.1,Proportion,"5.9 (4.6, 7.1)",5242,,NA,Andaman & Nicobar Islands
35,Rural,dm_controlled,3.7,2.8,4.6,Proportion,"3.7 (2.8, 4.6)",5242,,NA,Andaman & Nicobar Islands
35,Urban,dm_screened,74.1,69.1,79,Proportion,"74.1 (69.1, 79)",1336,,NA,Andaman & Nicobar Islands
35,Urban,dm_disease,9.3,7.6,11,Proportion,"9.3 (7.6, 11)",1336,,NA,Andaman & Nicobar Islands
35,Urban,dm_diagnosed,8.1,6.4,9.7,Proportion,"8.1 (6.4, 9.7)",1336,,NA,Andaman & Nicobar Islands
35,Urban,dm_treated,7.5,5.8,9.2,Proportion,"7.5 (5.8, 9.2)",1336,,NA,Andaman & Nicobar Islands
35,Urban,dm_controlled,4.2,2.7,5.6,Proportion,"4.2 (2.7, 5.6)",1336,,NA,Andaman & Nicobar Islands
36,Rural,dm_screened,48.4,46.4,50.4,Proportion,"48.4 (46.4, 50.4)",47385,,NA,Telangana
36,Rural,dm_disease,6.7,6.4,7,Proportion,"6.7 (6.4, 7)",47385,,NA,Telangana
36,Rural,dm_diagnosed,4.6,4.4,4.9,Proportion,"4.6 (4.4, 4.9)",47385,,NA,Telangana
36,Rural,dm_treated,3.9,3.6,4.1,Proportion,"3.9 (3.6, 4.1)",47385,,NA,Telangana
36,Rural,dm_controlled,2.5,2.3,2.7,Proportion,"2.5 (2.3, 2.7)",47385,,NA,Telangana
36,Urban,dm_screened,60.6,57.3,63.9,Proportion,"60.6 (57.3, 63.9)",15432,,NA,Telangana
36,Urban,dm_disease,11.9,11,12.9,Proportion,"11.9 (11, 12.9)",15432,,NA,Telangana
36,Urban,dm_diagnosed,9.4,8.5,10.3,Proportion,"9.4 (8.5, 10.3)",15432,,NA,Telangana
36,Urban,dm_treated,8.7,7.8,9.5,Proportion,"8.7 (7.8, 9.5)",15432,,NA,Telangana
36,Urban,dm_controlled,5.3,4.6,5.9,Proportion,"5.3 (4.6, 5.9)",15432,,NA,Telangana
37,Rural,dm_screened,53.7,47.8,59.7,Proportion,"53.7 (47.8, 59.7)",4396,,NA,Ladakh
37,Rural,dm_disease,6.5,3.1,9.8,Proportion,"6.5 (3.1, 9.8)",4396,,NA,Ladakh
37,Rural,dm_diagnosed,6.3,2.9,9.7,Proportion,"6.3 (2.9, 9.7)",4396,,NA,Ladakh
37,Rural,dm_treated,2,1.3,2.8,Proportion,"2 (1.3, 2.8)",4396,,NA,Ladakh
37,Rural,dm_controlled,1.3,0.7,1.9,Proportion,"1.3 (0.7, 1.9)",4396,,NA,Ladakh
37,Urban,dm_screened,58.9,46.9,70.8,Proportion,"58.9 (46.9, 70.8)",1262,,NA,Ladakh
37,Urban,dm_disease,9.8,1.3,18.2,Proportion,"9.8 (1.3, 18.2)",1262,,NA,Ladakh
37,Urban,dm_diagnosed,9.6,1.2,18.1,Proportion,"9.6 (1.2, 18.1)",1262,,NA,Ladakh
37,Urban,dm_treated,1.9,0.5,3.4,Proportion,"1.9 (0.5, 3.4)",1262,,NA,Ladakh
37,Urban,dm_controlled,1.3,0.3,2.3,Proportion,"1.3 (0.3, 2.3)",1262,,NA,Ladakh
1,Rural,dm_screened,55.8,53.5,58.2,Proportion,"55.8 (53.5, 58.2)",22069,sex,Female,Jammu & Kashmir
1,Rural,dm_disease,4.7,4.1,5.2,Proportion,"4.7 (4.1, 5.2)",22069,sex,Female,Jammu & Kashmir
1,Rural,dm_diagnosed,4.1,3.6,4.6,Proportion,"4.1 (3.6, 4.6)",22069,sex,Female,Jammu & Kashmir
1,Rural,dm_treated,2.5,2.1,2.8,Proportion,"2.5 (2.1, 2.8)",22069,sex,Female,Jammu & Kashmir
1,Rural,dm_controlled,1.9,1.6,2.1,Proportion,"1.9 (1.6, 2.1)",22069,sex,Female,Jammu & Kashmir
1,Rural,dm_screened,47.9,45.4,50.3,Proportion,"47.9 (45.4, 50.3)",22047,sex,Male,Jammu & Kashmir
1,Rural,dm_disease,3.4,3,3.8,Proportion,"3.4 (3, 3.8)",22047,sex,Male,Jammu & Kashmir
1,Rural,dm_diagnosed,3,2.6,3.4,Proportion,"3 (2.6, 3.4)",22047,sex,Male,Jammu & Kashmir
1,Rural,dm_treated,1.6,1.4,1.9,Proportion,"1.6 (1.4, 1.9)",22047,sex,Male,Jammu & Kashmir
1,Rural,dm_controlled,1.2,1,1.5,Proportion,"1.2 (1, 1.5)",22047,sex,Male,Jammu & Kashmir
1,Urban,dm_screened,60.7,56.2,65.2,Proportion,"60.7 (56.2, 65.2)",5068,sex,Female,Jammu & Kashmir
1,Urban,dm_disease,5.9,4.9,7,Proportion,"5.9 (4.9, 7)",5068,sex,Female,Jammu & Kashmir
1,Urban,dm_diagnosed,5.4,4.3,6.4,Proportion,"5.4 (4.3, 6.4)",5068,sex,Female,Jammu & Kashmir
1,Urban,dm_treated,3.5,2.6,4.3,Proportion,"3.5 (2.6, 4.3)",5068,sex,Female,Jammu & Kashmir
1,Urban,dm_controlled,2.5,1.8,3.2,Proportion,"2.5 (1.8, 3.2)",5068,sex,Female,Jammu & Kashmir
1,Urban,dm_screened,52.1,47.4,56.8,Proportion,"52.1 (47.4, 56.8)",4867,sex,Male,Jammu & Kashmir
1,Urban,dm_disease,4.2,3.4,5,Proportion,"4.2 (3.4, 5)",4867,sex,Male,Jammu & Kashmir
1,Urban,dm_diagnosed,3.9,3.1,4.6,Proportion,"3.9 (3.1, 4.6)",4867,sex,Male,Jammu & Kashmir
1,Urban,dm_treated,2.4,1.8,2.9,Proportion,"2.4 (1.8, 2.9)",4867,sex,Male,Jammu & Kashmir
1,Urban,dm_controlled,1.8,1.3,2.3,Proportion,"1.8 (1.3, 2.3)",4867,sex,Male,Jammu & Kashmir
2,Rural,dm_screened,56.5,54.2,58.8,Proportion,"56.5 (54.2, 58.8)",13516,sex,Female,Himachal Pradesh
2,Rural,dm_disease,6.6,5.8,7.5,Proportion,"6.6 (5.8, 7.5)",13516,sex,Female,Himachal Pradesh
2,Rural,dm_diagnosed,5.2,4.5,5.9,Proportion,"5.2 (4.5, 5.9)",13516,sex,Female,Himachal Pradesh
2,Rural,dm_treated,3.2,2.7,3.6,Proportion,"3.2 (2.7, 3.6)",13516,sex,Female,Himachal Pradesh
2,Rural,dm_controlled,1.7,1.4,2,Proportion,"1.7 (1.4, 2)",13516,sex,Female,Himachal Pradesh
2,Rural,dm_screened,44.5,42.1,46.9,Proportion,"44.5 (42.1, 46.9)",11453,sex,Male,Himachal Pradesh
2,Rural,dm_disease,5.6,4.9,6.3,Proportion,"5.6 (4.9, 6.3)",11453,sex,Male,Himachal Pradesh
2,Rural,dm_diagnosed,4.1,3.5,4.6,Proportion,"4.1 (3.5, 4.6)",11453,sex,Male,Himachal Pradesh
2,Rural,dm_treated,2.7,2.3,3.1,Proportion,"2.7 (2.3, 3.1)",11453,sex,Male,Himachal Pradesh
2,Rural,dm_controlled,1.5,1.2,1.9,Proportion,"1.5 (1.2, 1.9)",11453,sex,Male,Himachal Pradesh
2,Urban,dm_screened,64.4,57.9,70.9,Proportion,"64.4 (57.9, 70.9)",1100,sex,Female,Himachal Pradesh
2,Urban,dm_disease,8.3,6.2,10.3,Proportion,"8.3 (6.2, 10.3)",1100,sex,Female,Himachal Pradesh
2,Urban,dm_diagnosed,6.5,4.6,8.5,Proportion,"6.5 (4.6, 8.5)",1100,sex,Female,Himachal Pradesh
2,Urban,dm_treated,5.1,3.4,6.8,Proportion,"5.1 (3.4, 6.8)",1100,sex,Female,Himachal Pradesh
2,Urban,dm_controlled,3.3,1.7,4.8,Proportion,"3.3 (1.7, 4.8)",1100,sex,Female,Himachal Pradesh
2,Urban,dm_screened,51.8,46.1,57.5,Proportion,"51.8 (46.1, 57.5)",987,sex,Male,Himachal Pradesh
2,Urban,dm_disease,6.7,4.4,9,Proportion,"6.7 (4.4, 9)",987,sex,Male,Himachal Pradesh
2,Urban,dm_diagnosed,5.9,3.8,8,Proportion,"5.9 (3.8, 8)",987,sex,Male,Himachal Pradesh
2,Urban,dm_treated,4.8,3.2,6.5,Proportion,"4.8 (3.2, 6.5)",987,sex,Male,Himachal Pradesh
2,Urban,dm_controlled,3.1,1.7,4.4,Proportion,"3.1 (1.7, 4.4)",987,sex,Male,Himachal Pradesh
3,Rural,dm_screened,55.3,53,57.7,Proportion,"55.3 (53, 57.7)",18279,sex,Female,Punjab
3,Rural,dm_disease,7.4,6.9,7.9,Proportion,"7.4 (6.9, 7.9)",18279,sex,Female,Punjab
3,Rural,dm_diagnosed,5.6,5.1,6,Proportion,"5.6 (5.1, 6)",18279,sex,Female,Punjab
3,Rural,dm_treated,4,3.7,4.4,Proportion,"4 (3.7, 4.4)",18279,sex,Female,Punjab
3,Rural,dm_controlled,1.6,1.3,1.8,Proportion,"1.6 (1.3, 1.8)",18279,sex,Female,Punjab
3,Rural,dm_screened,45.4,43.1,47.7,Proportion,"45.4 (43.1, 47.7)",16315,sex,Male,Punjab
3,Rural,dm_disease,5.5,5,5.9,Proportion,"5.5 (5, 5.9)",16315,sex,Male,Punjab
3,Rural,dm_diagnosed,3.9,3.5,4.3,Proportion,"3.9 (3.5, 4.3)",16315,sex,Male,Punjab
3,Rural,dm_treated,2.7,2.4,3,Proportion,"2.7 (2.4, 3)",16315,sex,Male,Punjab
3,Rural,dm_controlled,1.2,1,1.4,Proportion,"1.2 (1, 1.4)",16315,sex,Male,Punjab
3,Urban,dm_screened,63,59.9,66.2,Proportion,"63 (59.9, 66.2)",7961,sex,Female,Punjab
3,Urban,dm_disease,9.1,8.2,10,Proportion,"9.1 (8.2, 10)",7961,sex,Female,Punjab
3,Urban,dm_diagnosed,7,6.2,7.9,Proportion,"7 (6.2, 7.9)",7961,sex,Female,Punjab
3,Urban,dm_treated,5.5,4.8,6.2,Proportion,"5.5 (4.8, 6.2)",7961,sex,Female,Punjab
3,Urban,dm_controlled,2.1,1.7,2.6,Proportion,"2.1 (1.7, 2.6)",7961,sex,Female,Punjab
3,Urban,dm_screened,54.1,50.6,57.7,Proportion,"54.1 (50.6, 57.7)",7248,sex,Male,Punjab
3,Urban,dm_disease,7.7,6.7,8.7,Proportion,"7.7 (6.7, 8.7)",7248,sex,Male,Punjab
3,Urban,dm_diagnosed,5.8,4.9,6.8,Proportion,"5.8 (4.9, 6.8)",7248,sex,Male,Punjab
3,Urban,dm_treated,4.6,3.8,5.3,Proportion,"4.6 (3.8, 5.3)",7248,sex,Male,Punjab
3,Urban,dm_controlled,2.1,1.7,2.6,Proportion,"2.1 (1.7, 2.6)",7248,sex,Male,Punjab
4,Rural,dm_screened,54.2,54.2,54.2,Proportion,"54.2 (54.2, 54.2)",24,sex,Female,Chandigarh
4,Rural,dm_disease,12.5,12.5,12.5,Proportion,"12.5 (12.5, 12.5)",24,sex,Female,Chandigarh
4,Rural,dm_diagnosed,8.3,8.3,8.3,Proportion,"8.3 (8.3, 8.3)",24,sex,Female,Chandigarh
4,Rural,dm_treated,8.3,8.3,8.3,Proportion,"8.3 (8.3, 8.3)",24,sex,Female,Chandigarh
4,Rural,dm_controlled,8.3,8.3,8.3,Proportion,"8.3 (8.3, 8.3)",24,sex,Female,Chandigarh
4,Rural,dm_screened,50,50,50,Proportion,"50 (50, 50)",20,sex,Male,Chandigarh
4,Rural,dm_disease,10,10,10,Proportion,"10 (10, 10)",20,sex,Male,Chandigarh
4,Rural,dm_diagnosed,5,5,5,Proportion,"5 (5, 5)",20,sex,Male,Chandigarh
4,Rural,dm_treated,5,5,5,Proportion,"5 (5, 5)",20,sex,Male,Chandigarh
4,Rural,dm_controlled,5,5,5,Proportion,"5 (5, 5)",20,sex,Male,Chandigarh
4,Urban,dm_screened,67,58.8,75.1,Proportion,"67 (58.8, 75.1)",746,sex,Female,Chandigarh
4,Urban,dm_disease,11.3,8.6,14.1,Proportion,"11.3 (8.6, 14.1)",746,sex,Female,Chandigarh
4,Urban,dm_diagnosed,8.4,6.1,10.8,Proportion,"8.4 (6.1, 10.8)",746,sex,Female,Chandigarh
4,Urban,dm_treated,7.2,5.2,9.3,Proportion,"7.2 (5.2, 9.3)",746,sex,Female,Chandigarh
4,Urban,dm_controlled,2.8,1.3,4.3,Proportion,"2.8 (1.3, 4.3)",746,sex,Female,Chandigarh
4,Urban,dm_screened,57.8,48.1,67.5,Proportion,"57.8 (48.1, 67.5)",561,sex,Male,Chandigarh
4,Urban,dm_disease,7.7,5.3,10.2,Proportion,"7.7 (5.3, 10.2)",561,sex,Male,Chandigarh
4,Urban,dm_diagnosed,5.8,3.7,7.9,Proportion,"5.8 (3.7, 7.9)",561,sex,Male,Chandigarh
4,Urban,dm_treated,5,3,7.1,Proportion,"5 (3, 7.1)",561,sex,Male,Chandigarh
4,Urban,dm_controlled,2.7,1.2,4.3,Proportion,"2.7 (1.2, 4.3)",561,sex,Male,Chandigarh
5,Rural,dm_screened,35.6,32.9,38.4,Proportion,"35.6 (32.9, 38.4)",13579,sex,Female,Uttarakhand
5,Rural,dm_disease,4.3,3.7,4.8,Proportion,"4.3 (3.7, 4.8)",13579,sex,Female,Uttarakhand
5,Rural,dm_diagnosed,3.2,2.7,3.7,Proportion,"3.2 (2.7, 3.7)",13579,sex,Female,Uttarakhand
5,Rural,dm_treated,2,1.6,2.3,Proportion,"2 (1.6, 2.3)",13579,sex,Female,Uttarakhand
5,Rural,dm_controlled,0.9,0.7,1.2,Proportion,"0.9 (0.7, 1.2)",13579,sex,Female,Uttarakhand
5,Rural,dm_screened,32.5,29.9,35.1,Proportion,"32.5 (29.9, 35.1)",9349,sex,Male,Uttarakhand
5,Rural,dm_disease,6.1,5.3,6.8,Proportion,"6.1 (5.3, 6.8)",9349,sex,Male,Uttarakhand
5,Rural,dm_diagnosed,4.3,3.6,4.9,Proportion,"4.3 (3.6, 4.9)",9349,sex,Male,Uttarakhand
5,Rural,dm_treated,2.8,2.3,3.3,Proportion,"2.8 (2.3, 3.3)",9349,sex,Male,Uttarakhand
5,Rural,dm_controlled,1.3,1,1.7,Proportion,"1.3 (1, 1.7)",9349,sex,Male,Uttarakhand
5,Urban,dm_screened,52.7,47.1,58.4,Proportion,"52.7 (47.1, 58.4)",2755,sex,Female,Uttarakhand
5,Urban,dm_disease,9.3,8,10.5,Proportion,"9.3 (8, 10.5)",2755,sex,Female,Uttarakhand
5,Urban,dm_diagnosed,7.3,6.1,8.6,Proportion,"7.3 (6.1, 8.6)",2755,sex,Female,Uttarakhand
5,Urban,dm_treated,5.7,4.7,6.8,Proportion,"5.7 (4.7, 6.8)",2755,sex,Female,Uttarakhand
5,Urban,dm_controlled,3.3,2.5,4.2,Proportion,"3.3 (2.5, 4.2)",2755,sex,Female,Uttarakhand
5,Urban,dm_screened,44.6,39.5,49.7,Proportion,"44.6 (39.5, 49.7)",2133,sex,Male,Uttarakhand
5,Urban,dm_disease,9.8,8.1,11.5,Proportion,"9.8 (8.1, 11.5)",2133,sex,Male,Uttarakhand
5,Urban,dm_diagnosed,7.3,5.9,8.7,Proportion,"7.3 (5.9, 8.7)",2133,sex,Male,Uttarakhand
5,Urban,dm_treated,5.2,4,6.4,Proportion,"5.2 (4, 6.4)",2133,sex,Male,Uttarakhand
5,Urban,dm_controlled,3,1.9,4.1,Proportion,"3 (1.9, 4.1)",2133,sex,Male,Uttarakhand
6,Rural,dm_screened,45.7,43.8,47.6,Proportion,"45.7 (43.8, 47.6)",18244,sex,Female,Haryana
6,Rural,dm_disease,5.3,4.8,5.9,Proportion,"5.3 (4.8, 5.9)",18244,sex,Female,Haryana
6,Rural,dm_diagnosed,4,3.4,4.5,Proportion,"4 (3.4, 4.5)",18244,sex,Female,Haryana
6,Rural,dm_treated,2,1.8,2.3,Proportion,"2 (1.8, 2.3)",18244,sex,Female,Haryana
6,Rural,dm_controlled,0.9,0.7,1,Proportion,"0.9 (0.7, 1)",18244,sex,Female,Haryana
6,Rural,dm_screened,35.3,33.5,37,Proportion,"35.3 (33.5, 37)",16255,sex,Male,Haryana
6,Rural,dm_disease,5.1,4.6,5.6,Proportion,"5.1 (4.6, 5.6)",16255,sex,Male,Haryana
6,Rural,dm_diagnosed,3.4,2.9,3.8,Proportion,"3.4 (2.9, 3.8)",16255,sex,Male,Haryana
