Level1,Level2,Level3,Level4,Level5,ST_NM,estimate,lci,uci,est_ci,nfhs5_statecode,nfhs5_statename
Crude,Urban,Diabetes,Sex,Male,Ladakh,8.8,0.1,17.6,"8.8 (0.1, 17.6)",37,Ladakh
Crude,Rural,Diabetes,Age Category,18-39,Jammu & Kashmir,1.6,1.3,1.9,"1.6 (1.3, 1.9)",1,Jammu & Kashmir
Crude,Rural,Diabetes,Age Category,40-64,Jammu & Kashmir,5.9,5.2,6.6,"5.9 (5.2, 6.6)",1,Jammu & Kashmir
Crude,Rural,Diabetes,Age Category,65 plus,Jammu & Kashmir,9.6,8.3,10.9,"9.6 (8.3, 10.9)",1,Jammu & Kashmir
Crude,Urban,Diabetes,Age Category,18-39,Jammu & Kashmir,1.5,1.1,1.9,"1.5 (1.1, 1.9)",1,Jammu & Kashmir
Crude,Urban,Diabetes,Age Category,40-64,Jammu & Kashmir,8,6.6,9.4,"8 (6.6, 9.4)",1,Jammu & Kashmir
Crude,Urban,Diabetes,Age Category,65 plus,Jammu & Kashmir,11.1,7.8,14.4,"11.1 (7.8, 14.4)",1,Jammu & Kashmir
Crude,Rural,Diabetes,Age Category,18-39,Himachal Pradesh,1.5,1.1,1.9,"1.5 (1.1, 1.9)",2,Himachal Pradesh
Crude,Rural,Diabetes,Age Category,40-64,Himachal Pradesh,7.7,6.9,8.6,"7.7 (6.9, 8.6)",2,Himachal Pradesh
Crude,Rural,Diabetes,Age Category,65 plus,Himachal Pradesh,12.9,11.1,14.7,"12.9 (11.1, 14.7)",2,Himachal Pradesh
Crude,Urban,Diabetes,Age Category,18-39,Himachal Pradesh,1.8,0.8,2.9,"1.8 (0.8, 2.9)",2,Himachal Pradesh
Crude,Urban,Diabetes,Age Category,40-64,Himachal Pradesh,10.6,7.8,13.4,"10.6 (7.8, 13.4)",2,Himachal Pradesh
Crude,Urban,Diabetes,Age Category,65 plus,Himachal Pradesh,19.7,13.5,25.8,"19.7 (13.5, 25.8)",2,Himachal Pradesh
Crude,Rural,Diabetes,Age Category,18-39,Punjab,1.9,1.6,2.2,"1.9 (1.6, 2.2)",3,Punjab
Crude,Rural,Diabetes,Age Category,40-64,Punjab,9.4,8.7,10,"9.4 (8.7, 10)",3,Punjab
Crude,Rural,Diabetes,Age Category,65 plus,Punjab,14.3,13,15.7,"14.3 (13, 15.7)",3,Punjab
Crude,Urban,Diabetes,Age Category,18-39,Punjab,1.7,1.2,2.1,"1.7 (1.2, 2.1)",3,Punjab
Crude,Urban,Diabetes,Age Category,40-64,Punjab,12.7,11.4,13.9,"12.7 (11.4, 13.9)",3,Punjab
Crude,Urban,Diabetes,Age Category,65 plus,Punjab,19.7,16.6,22.8,"19.7 (16.6, 22.8)",3,Punjab
Crude,Rural,Diabetes,Age Category,18-39,Chandigarh,7.1,7.1,7.1,"7.1 (7.1, 7.1)",4,Chandigarh
Crude,Rural,Diabetes,Age Category,40-64,Chandigarh,0,0,0,"0 (0, 0)",4,Chandigarh
Crude,Rural,Diabetes,Age Category,65 plus,Chandigarh,66.7,66.7,66.7,"66.7 (66.7, 66.7)",4,Chandigarh
Crude,Urban,Diabetes,Age Category,18-39,Chandigarh,2.4,1.2,3.5,"2.4 (1.2, 3.5)",4,Chandigarh
Crude,Urban,Diabetes,Age Category,40-64,Chandigarh,17.5,13.2,21.7,"17.5 (13.2, 21.7)",4,Chandigarh
Crude,Urban,Diabetes,Age Category,65 plus,Chandigarh,16,10.4,21.5,"16 (10.4, 21.5)",4,Chandigarh
Crude,Rural,Diabetes,Age Category,18-39,Uttarakhand,1.4,1.1,1.8,"1.4 (1.1, 1.8)",5,Uttarakhand
Crude,Rural,Diabetes,Age Category,40-64,Uttarakhand,7.3,6.5,8.2,"7.3 (6.5, 8.2)",5,Uttarakhand
Crude,Rural,Diabetes,Age Category,65 plus,Uttarakhand,9.2,7.7,10.6,"9.2 (7.7, 10.6)",5,Uttarakhand
Crude,Urban,Diabetes,Age Category,18-39,Uttarakhand,3,2.1,4,"3 (2.1, 4)",5,Uttarakhand
Crude,Urban,Diabetes,Age Category,40-64,Uttarakhand,14.6,12.4,16.7,"14.6 (12.4, 16.7)",5,Uttarakhand
Crude,Urban,Diabetes,Age Category,65 plus,Uttarakhand,23,18.8,27.1,"23 (18.8, 27.1)",5,Uttarakhand
Crude,Rural,Diabetes,Age Category,18-39,Haryana,2,1.7,2.3,"2 (1.7, 2.3)",6,Haryana
Crude,Rural,Diabetes,Age Category,40-64,Haryana,7.6,6.8,8.3,"7.6 (6.8, 8.3)",6,Haryana
Crude,Rural,Diabetes,Age Category,65 plus,Haryana,10.6,9.5,11.8,"10.6 (9.5, 11.8)",6,Haryana
Crude,Urban,Diabetes,Age Category,18-39,Haryana,2.1,1.6,2.7,"2.1 (1.6, 2.7)",6,Haryana
Crude,Urban,Diabetes,Age Category,40-64,Haryana,12.2,10.9,13.5,"12.2 (10.9, 13.5)",6,Haryana
Crude,Urban,Diabetes,Age Category,65 plus,Haryana,21.8,18.4,25.1,"21.8 (18.4, 25.1)",6,Haryana
Crude,Rural,Diabetes,Age Category,18-39,Delhi,1.4,-0.4,3.1,"1.4 (-0.4, 3.1)",7,Nct Of Delhi
Crude,Rural,Diabetes,Age Category,40-64,Delhi,12.4,2.9,21.9,"12.4 (2.9, 21.9)",7,Nct Of Delhi
Crude,Rural,Diabetes,Age Category,65 plus,Delhi,17,2.4,31.6,"17 (2.4, 31.6)",7,Nct Of Delhi
Crude,Urban,Diabetes,Age Category,18-39,Delhi,2.1,1.8,2.5,"2.1 (1.8, 2.5)",7,Nct Of Delhi
Crude,Urban,Diabetes,Age Category,40-64,Delhi,13.4,12.4,14.4,"13.4 (12.4, 14.4)",7,Nct Of Delhi
Crude,Urban,Diabetes,Age Category,65 plus,Delhi,23.7,21.2,26.2,"23.7 (21.2, 26.2)",7,Nct Of Delhi
Crude,Rural,Diabetes,Age Category,18-39,Rajasthan,0.9,0.7,1.1,"0.9 (0.7, 1.1)",8,Rajasthan
Crude,Rural,Diabetes,Age Category,40-64,Rajasthan,3.5,3.2,3.9,"3.5 (3.2, 3.9)",8,Rajasthan
Crude,Rural,Diabetes,Age Category,65 plus,Rajasthan,5.6,4.9,6.3,"5.6 (4.9, 6.3)",8,Rajasthan
Crude,Urban,Diabetes,Age Category,18-39,Rajasthan,1.9,1.3,2.4,"1.9 (1.3, 2.4)",8,Rajasthan
Crude,Urban,Diabetes,Age Category,40-64,Rajasthan,7,6,8.1,"7 (6, 8.1)",8,Rajasthan
Crude,Urban,Diabetes,Age Category,65 plus,Rajasthan,12,9.9,14.1,"12 (9.9, 14.1)",8,Rajasthan
Crude,Rural,Diabetes,Age Category,18-39,Uttar Pradesh,1.8,1.7,2,"1.8 (1.7, 2)",9,Uttar Pradesh
Crude,Rural,Diabetes,Age Category,40-64,Uttar Pradesh,6.6,6.2,6.9,"6.6 (6.2, 6.9)",9,Uttar Pradesh
Crude,Rural,Diabetes,Age Category,65 plus,Uttar Pradesh,9,8.4,9.7,"9 (8.4, 9.7)",9,Uttar Pradesh
Crude,Urban,Diabetes,Age Category,18-39,Uttar Pradesh,1.9,1.5,2.2,"1.9 (1.5, 2.2)",9,Uttar Pradesh
Crude,Urban,Diabetes,Age Category,40-64,Uttar Pradesh,9.2,8.3,10,"9.2 (8.3, 10)",9,Uttar Pradesh
Crude,Urban,Diabetes,Age Category,65 plus,Uttar Pradesh,14.3,12.6,16.1,"14.3 (12.6, 16.1)",9,Uttar Pradesh
Crude,Rural,Diabetes,Age Category,18-39,Bihar,1.7,1.5,1.9,"1.7 (1.5, 1.9)",10,Bihar
Crude,Rural,Diabetes,Age Category,40-64,Bihar,7.1,6.7,7.6,"7.1 (6.7, 7.6)",10,Bihar
Crude,Rural,Diabetes,Age Category,65 plus,Bihar,9.4,8.5,10.2,"9.4 (8.5, 10.2)",10,Bihar
Crude,Urban,Diabetes,Age Category,18-39,Bihar,2.9,2.1,3.7,"2.9 (2.1, 3.7)",10,Bihar
Crude,Urban,Diabetes,Age Category,40-64,Bihar,12.9,11.1,14.7,"12.9 (11.1, 14.7)",10,Bihar
Crude,Urban,Diabetes,Age Category,65 plus,Bihar,19.4,16,22.7,"19.4 (16, 22.7)",10,Bihar
Crude,Rural,Diabetes,Age Category,18-39,Sikkim,1.8,1.3,2.4,"1.8 (1.3, 2.4)",11,Sikkim
Crude,Rural,Diabetes,Age Category,40-64,Sikkim,7.2,5.7,8.7,"7.2 (5.7, 8.7)",11,Sikkim
Crude,Rural,Diabetes,Age Category,65 plus,Sikkim,9.7,6.8,12.7,"9.7 (6.8, 12.7)",11,Sikkim
Crude,Urban,Diabetes,Age Category,18-39,Sikkim,2.2,0.9,3.5,"2.2 (0.9, 3.5)",11,Sikkim
Crude,Urban,Diabetes,Age Category,40-64,Sikkim,12.8,8.4,17.1,"12.8 (8.4, 17.1)",11,Sikkim
Crude,Urban,Diabetes,Age Category,65 plus,Sikkim,27.5,18.8,36.3,"27.5 (18.8, 36.3)",11,Sikkim
Crude,Rural,Diabetes,Age Category,18-39,Arunachal Pradesh,1.9,1.4,2.4,"1.9 (1.4, 2.4)",12,Arunachal Pradesh
Crude,Rural,Diabetes,Age Category,40-64,Arunachal Pradesh,4.3,3.6,5.1,"4.3 (3.6, 5.1)",12,Arunachal Pradesh
Crude,Rural,Diabetes,Age Category,65 plus,Arunachal Pradesh,4.9,3.7,6.1,"4.9 (3.7, 6.1)",12,Arunachal Pradesh
Crude,Urban,Diabetes,Age Category,18-39,Arunachal Pradesh,4.2,2.8,5.7,"4.2 (2.8, 5.7)",12,Arunachal Pradesh
Crude,Urban,Diabetes,Age Category,40-64,Arunachal Pradesh,9.3,7.4,11.2,"9.3 (7.4, 11.2)",12,Arunachal Pradesh
Crude,Urban,Diabetes,Age Category,65 plus,Arunachal Pradesh,8.6,4.9,12.3,"8.6 (4.9, 12.3)",12,Arunachal Pradesh
Crude,Rural,Diabetes,Age Category,18-39,Nagaland,0.7,0.4,1,"0.7 (0.4, 1)",13,Nagaland
Crude,Rural,Diabetes,Age Category,40-64,Nagaland,3.4,2.7,4.1,"3.4 (2.7, 4.1)",13,Nagaland
Crude,Rural,Diabetes,Age Category,65 plus,Nagaland,3.9,2.5,5.4,"3.9 (2.5, 5.4)",13,Nagaland
Crude,Urban,Diabetes,Age Category,18-39,Nagaland,1.7,1,2.5,"1.7 (1, 2.5)",13,Nagaland
Crude,Urban,Diabetes,Age Category,40-64,Nagaland,8.1,6,10.2,"8.1 (6, 10.2)",13,Nagaland
Crude,Urban,Diabetes,Age Category,65 plus,Nagaland,11.6,5.4,17.8,"11.6 (5.4, 17.8)",13,Nagaland
Crude,Rural,Diabetes,Age Category,18-39,Manipur,1.5,1.1,1.8,"1.5 (1.1, 1.8)",14,Manipur
Crude,Rural,Diabetes,Age Category,40-64,Manipur,7.4,6.3,8.6,"7.4 (6.3, 8.6)",14,Manipur
Crude,Rural,Diabetes,Age Category,65 plus,Manipur,11.8,9.5,14.1,"11.8 (9.5, 14.1)",14,Manipur
Crude,Urban,Diabetes,Age Category,18-39,Manipur,1.8,1.1,2.4,"1.8 (1.1, 2.4)",14,Manipur
Crude,Urban,Diabetes,Age Category,40-64,Manipur,13.3,11.3,15.3,"13.3 (11.3, 15.3)",14,Manipur
Crude,Urban,Diabetes,Age Category,65 plus,Manipur,18.8,14.9,22.7,"18.8 (14.9, 22.7)",14,Manipur
Crude,Rural,Diabetes,Age Category,18-39,Mizoram,1.2,0.8,1.6,"1.2 (0.8, 1.6)",15,Mizoram
Crude,Rural,Diabetes,Age Category,40-64,Mizoram,4.9,3.6,6.3,"4.9 (3.6, 6.3)",15,Mizoram
Crude,Rural,Diabetes,Age Category,65 plus,Mizoram,11.5,8.4,14.7,"11.5 (8.4, 14.7)",15,Mizoram
Crude,Urban,Diabetes,Age Category,18-39,Mizoram,1.6,1.1,2.1,"1.6 (1.1, 2.1)",15,Mizoram
Crude,Urban,Diabetes,Age Category,40-64,Mizoram,9.8,7.8,11.7,"9.8 (7.8, 11.7)",15,Mizoram
Crude,Urban,Diabetes,Age Category,65 plus,Mizoram,21.4,17,25.8,"21.4 (17, 25.8)",15,Mizoram
Crude,Rural,Diabetes,Age Category,18-39,Tripura,2,1.5,2.4,"2 (1.5, 2.4)",16,Tripura
Crude,Rural,Diabetes,Age Category,40-64,Tripura,6.5,5.7,7.4,"6.5 (5.7, 7.4)",16,Tripura
Crude,Rural,Diabetes,Age Category,65 plus,Tripura,7.1,5.5,8.6,"7.1 (5.5, 8.6)",16,Tripura
Crude,Urban,Diabetes,Age Category,18-39,Tripura,2.9,2.1,3.7,"2.9 (2.1, 3.7)",16,Tripura
Crude,Urban,Diabetes,Age Category,40-64,Tripura,12.6,10.4,14.8,"12.6 (10.4, 14.8)",16,Tripura
Crude,Urban,Diabetes,Age Category,65 plus,Tripura,16.8,10.8,22.7,"16.8 (10.8, 22.7)",16,Tripura
Crude,Rural,Diabetes,Age Category,18-39,Meghalaya,0.9,0.6,1.2,"0.9 (0.6, 1.2)",17,Meghalaya
Crude,Rural,Diabetes,Age Category,40-64,Meghalaya,2.4,1.9,2.8,"2.4 (1.9, 2.8)",17,Meghalaya
Crude,Rural,Diabetes,Age Category,65 plus,Meghalaya,7,4.5,9.6,"7 (4.5, 9.6)",17,Meghalaya
Crude,Urban,Diabetes,Age Category,18-39,Meghalaya,1.2,0.6,1.8,"1.2 (0.6, 1.8)",17,Meghalaya
Crude,Urban,Diabetes,Age Category,40-64,Meghalaya,9.7,7,12.5,"9.7 (7, 12.5)",17,Meghalaya
Crude,Urban,Diabetes,Age Category,65 plus,Meghalaya,13.1,5.4,20.8,"13.1 (5.4, 20.8)",17,Meghalaya
Crude,Rural,Diabetes,Age Category,18-39,Assam,1.4,1.2,1.5,"1.4 (1.2, 1.5)",18,Assam
Crude,Rural,Diabetes,Age Category,40-64,Assam,5.9,5.4,6.4,"5.9 (5.4, 6.4)",18,Assam
Crude,Rural,Diabetes,Age Category,65 plus,Assam,8.7,7.6,9.7,"8.7 (7.6, 9.7)",18,Assam
Crude,Urban,Diabetes,Age Category,18-39,Assam,2.3,1.6,2.9,"2.3 (1.6, 2.9)",18,Assam
Crude,Urban,Diabetes,Age Category,40-64,Assam,11.2,9.9,12.5,"11.2 (9.9, 12.5)",18,Assam
Crude,Urban,Diabetes,Age Category,65 plus,Assam,20.5,16.4,24.5,"20.5 (16.4, 24.5)",18,Assam
Crude,Rural,Diabetes,Age Category,18-39,West Bengal,1.4,1.2,1.7,"1.4 (1.2, 1.7)",19,West Bengal
Crude,Rural,Diabetes,Age Category,40-64,West Bengal,7,6.4,7.6,"7 (6.4, 7.6)",19,West Bengal
Crude,Rural,Diabetes,Age Category,65 plus,West Bengal,8.5,7.3,9.7,"8.5 (7.3, 9.7)",19,West Bengal
Crude,Urban,Diabetes,Age Category,18-39,West Bengal,2.1,1.7,2.5,"2.1 (1.7, 2.5)",19,West Bengal
Crude,Urban,Diabetes,Age Category,40-64,West Bengal,9.3,8.1,10.5,"9.3 (8.1, 10.5)",19,West Bengal
Crude,Urban,Diabetes,Age Category,65 plus,West Bengal,14,11.6,16.4,"14 (11.6, 16.4)",19,West Bengal
Crude,Rural,Diabetes,Age Category,18-39,Jharkhand,1.9,1.4,2.3,"1.9 (1.4, 2.3)",20,Jharkhand
Crude,Rural,Diabetes,Age Category,40-64,Jharkhand,5.7,5,6.3,"5.7 (5, 6.3)",20,Jharkhand
Crude,Rural,Diabetes,Age Category,65 plus,Jharkhand,8.6,7.4,9.8,"8.6 (7.4, 9.8)",20,Jharkhand
Crude,Urban,Diabetes,Age Category,18-39,Jharkhand,3.1,2.3,4,"3.1 (2.3, 4)",20,Jharkhand
Crude,Urban,Diabetes,Age Category,40-64,Jharkhand,11.2,9.5,12.9,"11.2 (9.5, 12.9)",20,Jharkhand
Crude,Urban,Diabetes,Age Category,65 plus,Jharkhand,18.5,15.2,21.8,"18.5 (15.2, 21.8)",20,Jharkhand
Crude,Rural,Diabetes,Age Category,18-39,Odisha,1.8,1.5,2.1,"1.8 (1.5, 2.1)",21,Odisha
Crude,Rural,Diabetes,Age Category,40-64,Odisha,6.8,6.2,7.3,"6.8 (6.2, 7.3)",21,Odisha
Crude,Rural,Diabetes,Age Category,65 plus,Odisha,9.2,8.3,10.1,"9.2 (8.3, 10.1)",21,Odisha
Crude,Urban,Diabetes,Age Category,18-39,Odisha,2.7,2.1,3.3,"2.7 (2.1, 3.3)",21,Odisha
Crude,Urban,Diabetes,Age Category,40-64,Odisha,14.2,12.3,16.2,"14.2 (12.3, 16.2)",21,Odisha
Crude,Urban,Diabetes,Age Category,65 plus,Odisha,19.8,16.3,23.3,"19.8 (16.3, 23.3)",21,Odisha
Crude,Rural,Diabetes,Age Category,18-39,Chhattisgarh,1.5,1.2,1.7,"1.5 (1.2, 1.7)",22,Chhattisgarh
Crude,Rural,Diabetes,Age Category,40-64,Chhattisgarh,4.8,4.2,5.3,"4.8 (4.2, 5.3)",22,Chhattisgarh
Crude,Rural,Diabetes,Age Category,65 plus,Chhattisgarh,6.7,5.7,7.8,"6.7 (5.7, 7.8)",22,Chhattisgarh
Crude,Urban,Diabetes,Age Category,18-39,Chhattisgarh,2,1.3,2.6,"2 (1.3, 2.6)",22,Chhattisgarh
Crude,Urban,Diabetes,Age Category,40-64,Chhattisgarh,10.8,8.9,12.6,"10.8 (8.9, 12.6)",22,Chhattisgarh
Crude,Urban,Diabetes,Age Category,65 plus,Chhattisgarh,15.9,12.2,19.6,"15.9 (12.2, 19.6)",22,Chhattisgarh
Crude,Rural,Diabetes,Age Category,18-39,Madhya Pradesh,0.9,0.8,1,"0.9 (0.8, 1)",23,Madhya Pradesh
Crude,Rural,Diabetes,Age Category,40-64,Madhya Pradesh,3.8,3.5,4.1,"3.8 (3.5, 4.1)",23,Madhya Pradesh
Crude,Rural,Diabetes,Age Category,65 plus,Madhya Pradesh,5.7,5,6.4,"5.7 (5, 6.4)",23,Madhya Pradesh
Crude,Urban,Diabetes,Age Category,18-39,Madhya Pradesh,1.3,1,1.5,"1.3 (1, 1.5)",23,Madhya Pradesh
Crude,Urban,Diabetes,Age Category,40-64,Madhya Pradesh,7.4,6.6,8.2,"7.4 (6.6, 8.2)",23,Madhya Pradesh
Crude,Urban,Diabetes,Age Category,65 plus,Madhya Pradesh,14,12,15.9,"14 (12, 15.9)",23,Madhya Pradesh
Crude,Rural,Diabetes,Age Category,18-39,Gujarat,1,0.9,1.1,"1 (0.9, 1.1)",24,Gujarat
Crude,Rural,Diabetes,Age Category,40-64,Gujarat,5.1,4.7,5.6,"5.1 (4.7, 5.6)",24,Gujarat
Crude,Rural,Diabetes,Age Category,65 plus,Gujarat,8.5,7.7,9.4,"8.5 (7.7, 9.4)",24,Gujarat
Crude,Urban,Diabetes,Age Category,18-39,Gujarat,1.4,1.1,1.6,"1.4 (1.1, 1.6)",24,Gujarat
Crude,Urban,Diabetes,Age Category,40-64,Gujarat,8,7.3,8.8,"8 (7.3, 8.8)",24,Gujarat
Crude,Urban,Diabetes,Age Category,65 plus,Gujarat,17.9,15.9,19.9,"17.9 (15.9, 19.9)",24,Gujarat
Crude,Rural,Diabetes,Age Category,18-39,Dadra & Nagar Haveli And Daman & Diu,2.3,1.2,3.3,"2.3 (1.2, 3.3)",25,Dadra & Nagar Haveli And Daman & Diu
Crude,Rural,Diabetes,Age Category,40-64,Dadra & Nagar Haveli And Daman & Diu,5.6,3.4,7.9,"5.6 (3.4, 7.9)",25,Dadra & Nagar Haveli And Daman & Diu
Crude,Rural,Diabetes,Age Category,65 plus,Dadra & Nagar Haveli And Daman & Diu,9.7,4.9,14.5,"9.7 (4.9, 14.5)",25,Dadra & Nagar Haveli And Daman & Diu
Crude,Urban,Diabetes,Age Category,18-39,Dadra & Nagar Haveli And Daman & Diu,2.3,1.4,3.1,"2.3 (1.4, 3.1)",25,Dadra & Nagar Haveli And Daman & Diu
Crude,Urban,Diabetes,Age Category,40-64,Dadra & Nagar Haveli And Daman & Diu,10.3,7.7,13,"10.3 (7.7, 13)",25,Dadra & Nagar Haveli And Daman & Diu
Crude,Urban,Diabetes,Age Category,65 plus,Dadra & Nagar Haveli And Daman & Diu,18.3,11.2,25.4,"18.3 (11.2, 25.4)",25,Dadra & Nagar Haveli And Daman & Diu
Crude,Rural,Diabetes,Age Category,18-39,Maharashtra,1,0.8,1.1,"1 (0.8, 1.1)",27,Maharashtra
Crude,Rural,Diabetes,Age Category,40-64,Maharashtra,5.7,5.2,6.2,"5.7 (5.2, 6.2)",27,Maharashtra
Crude,Rural,Diabetes,Age Category,65 plus,Maharashtra,8.4,7.6,9.1,"8.4 (7.6, 9.1)",27,Maharashtra
Crude,Urban,Diabetes,Age Category,18-39,Maharashtra,1.5,1.2,1.8,"1.5 (1.2, 1.8)",27,Maharashtra
Crude,Urban,Diabetes,Age Category,40-64,Maharashtra,10.2,9.1,11.2,"10.2 (9.1, 11.2)",27,Maharashtra
Crude,Urban,Diabetes,Age Category,65 plus,Maharashtra,17.8,15.3,20.2,"17.8 (15.3, 20.2)",27,Maharashtra
Crude,Rural,Diabetes,Age Category,18-39,Andhra Pradesh,2.7,2.3,3,"2.7 (2.3, 3)",28,Andhra Pradesh
Crude,Rural,Diabetes,Age Category,40-64,Andhra Pradesh,13.2,12.2,14.2,"13.2 (12.2, 14.2)",28,Andhra Pradesh
Crude,Rural,Diabetes,Age Category,65 plus,Andhra Pradesh,17.6,15.6,19.5,"17.6 (15.6, 19.5)",28,Andhra Pradesh
Crude,Urban,Diabetes,Age Category,18-39,Andhra Pradesh,3.8,2.9,4.8,"3.8 (2.9, 4.8)",28,Andhra Pradesh
Crude,Urban,Diabetes,Age Category,40-64,Andhra Pradesh,20.7,18.7,22.6,"20.7 (18.7, 22.6)",28,Andhra Pradesh
Crude,Urban,Diabetes,Age Category,65 plus,Andhra Pradesh,30.3,25.9,34.8,"30.3 (25.9, 34.8)",28,Andhra Pradesh
Crude,Rural,Diabetes,Age Category,18-39,Karnataka,1.7,1.5,1.9,"1.7 (1.5, 1.9)",29,Karnataka
Crude,Rural,Diabetes,Age Category,40-64,Karnataka,8.2,7.6,8.8,"8.2 (7.6, 8.8)",29,Karnataka
Crude,Rural,Diabetes,Age Category,65 plus,Karnataka,11.8,10.7,12.8,"11.8 (10.7, 12.8)",29,Karnataka
Crude,Urban,Diabetes,Age Category,18-39,Karnataka,2.1,1.6,2.5,"2.1 (1.6, 2.5)",29,Karnataka
Crude,Urban,Diabetes,Age Category,40-64,Karnataka,13.5,12,14.9,"13.5 (12, 14.9)",29,Karnataka
Crude,Urban,Diabetes,Age Category,65 plus,Karnataka,21.6,18.2,25,"21.6 (18.2, 25)",29,Karnataka
Crude,Rural,Diabetes,Age Category,18-39,Goa,2,1.1,2.9,"2 (1.1, 2.9)",30,Goa
Crude,Rural,Diabetes,Age Category,40-64,Goa,15.4,12.5,18.3,"15.4 (12.5, 18.3)",30,Goa
Crude,Rural,Diabetes,Age Category,65 plus,Goa,30.6,25.6,35.6,"30.6 (25.6, 35.6)",30,Goa
Crude,Urban,Diabetes,Age Category,18-39,Goa,2,1.1,2.9,"2 (1.1, 2.9)",30,Goa
Crude,Urban,Diabetes,Age Category,40-64,Goa,15.1,12.7,17.6,"15.1 (12.7, 17.6)",30,Goa
Crude,Urban,Diabetes,Age Category,65 plus,Goa,29.8,24.9,34.7,"29.8 (24.9, 34.7)",30,Goa
Crude,Rural,Diabetes,Age Category,18-39,Lakshadweep,2.3,0.8,3.8,"2.3 (0.8, 3.8)",31,Lakshadweep
Crude,Rural,Diabetes,Age Category,40-64,Lakshadweep,16.1,14,18.3,"16.1 (14, 18.3)",31,Lakshadweep
Crude,Rural,Diabetes,Age Category,65 plus,Lakshadweep,22.5,7.6,37.5,"22.5 (7.6, 37.5)",31,Lakshadweep
Crude,Urban,Diabetes,Age Category,18-39,Lakshadweep,2,1.3,2.7,"2 (1.3, 2.7)",31,Lakshadweep
Crude,Urban,Diabetes,Age Category,40-64,Lakshadweep,14.6,11.7,17.6,"14.6 (11.7, 17.6)",31,Lakshadweep
Crude,Urban,Diabetes,Age Category,65 plus,Lakshadweep,27.4,21.5,33.3,"27.4 (21.5, 33.3)",31,Lakshadweep
Crude,Rural,Diabetes,Age Category,18-39,Kerala,3.8,3.2,4.4,"3.8 (3.2, 4.4)",32,Kerala
Crude,Rural,Diabetes,Age Category,40-64,Kerala,21.1,19.9,22.3,"21.1 (19.9, 22.3)",32,Kerala
Crude,Rural,Diabetes,Age Category,65 plus,Kerala,35.8,33.5,38.1,"35.8 (33.5, 38.1)",32,Kerala
Crude,Urban,Diabetes,Age Category,18-39,Kerala,3,2.4,3.5,"3 (2.4, 3.5)",32,Kerala
Crude,Urban,Diabetes,Age Category,40-64,Kerala,20.1,18.8,21.4,"20.1 (18.8, 21.4)",32,Kerala
Crude,Urban,Diabetes,Age Category,65 plus,Kerala,37.7,35.2,40.2,"37.7 (35.2, 40.2)",32,Kerala
Crude,Rural,Diabetes,Age Category,18-39,Tamil Nadu,5.2,4.3,6.1,"5.2 (4.3, 6.1)",33,Tamil Nadu
Crude,Rural,Diabetes,Age Category,40-64,Tamil Nadu,16.5,15.1,17.8,"16.5 (15.1, 17.8)",33,Tamil Nadu
Crude,Rural,Diabetes,Age Category,65 plus,Tamil Nadu,21.3,19.7,23,"21.3 (19.7, 23)",33,Tamil Nadu
Crude,Urban,Diabetes,Age Category,18-39,Tamil Nadu,5.4,4.5,6.4,"5.4 (4.5, 6.4)",33,Tamil Nadu
Crude,Urban,Diabetes,Age Category,40-64,Tamil Nadu,22,20.6,23.4,"22 (20.6, 23.4)",33,Tamil Nadu
Crude,Urban,Diabetes,Age Category,65 plus,Tamil Nadu,32,29.6,34.3,"32 (29.6, 34.3)",33,Tamil Nadu
Crude,Rural,Diabetes,Age Category,18-39,Puducherry,2.1,1.2,3.1,"2.1 (1.2, 3.1)",34,Puducherry
Crude,Rural,Diabetes,Age Category,40-64,Puducherry,13.3,10.2,16.4,"13.3 (10.2, 16.4)",34,Puducherry
Crude,Rural,Diabetes,Age Category,65 plus,Puducherry,14.9,8.5,21.3,"14.9 (8.5, 21.3)",34,Puducherry
Crude,Urban,Diabetes,Age Category,18-39,Puducherry,3.2,1.9,4.5,"3.2 (1.9, 4.5)",34,Puducherry
Crude,Urban,Diabetes,Age Category,40-64,Puducherry,19.9,17.3,22.5,"19.9 (17.3, 22.5)",34,Puducherry
Crude,Urban,Diabetes,Age Category,65 plus,Puducherry,38.5,32.1,45,"38.5 (32.1, 45)",34,Puducherry
Crude,Rural,Diabetes,Age Category,18-39,Andaman & Nicobar,2,1.2,2.7,"2 (1.2, 2.7)",35,Andaman & Nicobar Islands
Crude,Rural,Diabetes,Age Category,40-64,Andaman & Nicobar,10.7,8.5,13,"10.7 (8.5, 13)",35,Andaman & Nicobar Islands
Crude,Rural,Diabetes,Age Category,65 plus,Andaman & Nicobar,21.6,16.6,26.7,"21.6 (16.6, 26.7)",35,Andaman & Nicobar Islands
Crude,Urban,Diabetes,Age Category,18-39,Andaman & Nicobar,1.9,0.9,2.8,"1.9 (0.9, 2.8)",35,Andaman & Nicobar Islands
Crude,Urban,Diabetes,Age Category,40-64,Andaman & Nicobar,16.5,13.4,19.5,"16.5 (13.4, 19.5)",35,Andaman & Nicobar Islands
Crude,Urban,Diabetes,Age Category,65 plus,Andaman & Nicobar,23.7,16.3,31,"23.7 (16.3, 31)",35,Andaman & Nicobar Islands
Crude,Rural,Diabetes,Age Category,18-39,Telangana,1.9,1.7,2.1,"1.9 (1.7, 2.1)",36,Telangana
