Level1,Level2,Level3,REGNAME,REGCODE,estimate,lci,uci,est_ci,nfhs5_statecode,nfhs5_statename
Crude,Diabetes,Total,Mokokchung,262,2,1.3,2.8,"2 (1.3, 2.8)",13,Nagaland
Crude,Diabetes,Total,Zunheboto,263,1.9,1.1,2.6,"1.9 (1.1, 2.6)",13,Nagaland
Crude,Diabetes,Total,Wokha,264,2.6,1.7,3.5,"2.6 (1.7, 3.5)",13,Nagaland
Crude,Diabetes,Total,Dimapur,265,6.2,4.4,8.1,"6.2 (4.4, 8.1)",13,Nagaland
Crude,Diabetes,Total,Phek,266,0.9,0.5,1.3,"0.9 (0.5, 1.3)",13,Nagaland
Crude,Diabetes,Total,Tuensang,267,1.8,0.7,2.9,"1.8 (0.7, 2.9)",13,Nagaland
Crude,Diabetes,Total,Longleng,268,1.3,0.6,2,"1.3 (0.6, 2)",13,Nagaland
Crude,Diabetes,Total,Kiphire,269,1.2,0.6,1.7,"1.2 (0.6, 1.7)",13,Nagaland
Crude,Diabetes,Total,Kohima,270,2.8,1.8,3.7,"2.8 (1.8, 3.7)",13,Nagaland
Crude,Diabetes,Total,Peren,271,4.2,2.7,5.7,"4.2 (2.7, 5.7)",13,Nagaland
Crude,Diabetes,Total,Senapati,272,3.7,2.8,4.6,"3.7 (2.8, 4.6)",14,Manipur
Crude,Diabetes,Total,Tamenglong,273,3.9,2.8,5,"3.9 (2.8, 5)",14,Manipur
Crude,Diabetes,Total,Churachandpur,274,4.3,3,5.5,"4.3 (3, 5.5)",14,Manipur
Crude,Diabetes,Total,Bishnupur,275,6.1,4.7,7.4,"6.1 (4.7, 7.4)",14,Manipur
Crude,Diabetes,Total,Thoubal,276,4.8,3.8,5.7,"4.8 (3.8, 5.7)",14,Manipur
Crude,Diabetes,Total,Imphal West,277,9.1,7.3,11,"9.1 (7.3, 11)",14,Manipur
Crude,Diabetes,Total,Imphal East,278,7.9,6.4,9.3,"7.9 (6.4, 9.3)",14,Manipur
Crude,Diabetes,Total,Ukhrul,279,2.7,1.7,3.7,"2.7 (1.7, 3.7)",14,Manipur
Crude,Diabetes,Total,Chandel,280,5.6,4.4,6.8,"5.6 (4.4, 6.8)",14,Manipur
Crude,Diabetes,Total,Mamit,281,3.9,2.8,5.1,"3.9 (2.8, 5.1)",15,Mizoram
Crude,Diabetes,Total,Kolasib,282,3.9,2.9,5,"3.9 (2.9, 5)",15,Mizoram
Crude,Diabetes,Total,Aizawl,283,8.3,6.4,10.1,"8.3 (6.4, 10.1)",15,Mizoram
Crude,Diabetes,Total,Champhai,284,4,2.9,5,"4 (2.9, 5)",15,Mizoram
Crude,Diabetes,Total,Serchhip,285,5.1,4,6.3,"5.1 (4, 6.3)",15,Mizoram
Crude,Diabetes,Total,Lunglei,286,4.3,3.1,5.5,"4.3 (3.1, 5.5)",15,Mizoram
Crude,Diabetes,Total,Lawngtlai,287,2.6,1.7,3.4,"2.6 (1.7, 3.4)",15,Mizoram
Crude,Diabetes,Total,Saiha,288,2.5,1.7,3.3,"2.5 (1.7, 3.3)",15,Mizoram
Crude,Diabetes,Total,Dhalai,291,3.1,2.1,4.2,"3.1 (2.1, 4.2)",16,Tripura
Crude,Diabetes,Total,South Garo Hills,295,1,0.3,1.6,"1 (0.3, 1.6)",17,Meghalaya
Crude,Diabetes,Total,Ribhoi,297,2,1.2,2.7,"2 (1.2, 2.7)",17,Meghalaya
Crude,Diabetes,Total,East Khasi Hills,298,3.6,2.5,4.7,"3.6 (2.5, 4.7)",17,Meghalaya
Crude,Diabetes,Total,Kokrajhar,300,1.7,0.9,2.5,"1.7 (0.9, 2.5)",18,Assam
Crude,Diabetes,Total,Goalpara,302,3.4,2,4.8,"3.4 (2, 4.8)",18,Assam
Crude,Diabetes,Total,Barpeta,303,3.8,2.6,5,"3.8 (2.6, 5)",18,Assam
Crude,Diabetes,Total,Morigaon,304,3.1,2.1,4.1,"3.1 (2.1, 4.1)",18,Assam
Crude,Diabetes,Total,Lakhimpur,307,3.1,2,4.3,"3.1 (2, 4.3)",18,Assam
Crude,Diabetes,Total,Dhemaji,308,2.1,1.4,2.8,"2.1 (1.4, 2.8)",18,Assam
Crude,Diabetes,Total,Tinsukia,309,3.5,2.5,4.5,"3.5 (2.5, 4.5)",18,Assam
Crude,Diabetes,Total,Dibrugarh,310,5.9,4.2,7.5,"5.9 (4.2, 7.5)",18,Assam
Crude,Diabetes,Total,Golaghat,313,4.7,3.4,6,"4.7 (3.4, 6)",18,Assam
Crude,Diabetes,Total,Dima Hasao,315,3.4,1.7,5.2,"3.4 (1.7, 5.2)",18,Assam
Crude,Diabetes,Total,Cachar,316,3.8,2.8,4.9,"3.8 (2.8, 4.9)",18,Assam
Crude,Diabetes,Total,Karimganj,317,3.7,2.9,4.5,"3.7 (2.9, 4.5)",18,Assam
Crude,Diabetes,Total,Hailakandi,318,5.2,3.7,6.7,"5.2 (3.7, 6.7)",18,Assam
Crude,Diabetes,Total,Bongaigaon,319,3.9,2.7,5,"3.9 (2.7, 5)",18,Assam
Crude,Diabetes,Total,Chirang,320,3.6,1.6,5.5,"3.6 (1.6, 5.5)",18,Assam
Crude,Diabetes,Total,Kamrup,321,6.2,4.6,7.7,"6.2 (4.6, 7.7)",18,Assam
Crude,Diabetes,Total,Kamrup Metropolitan,322,6.7,5.3,8.2,"6.7 (5.3, 8.2)",18,Assam
Crude,Diabetes,Total,Nalbari,323,5.8,4.2,7.5,"5.8 (4.2, 7.5)",18,Assam
Crude,Diabetes,Total,Baksa,324,3.1,2,4.2,"3.1 (2, 4.2)",18,Assam
Crude,Diabetes,Total,Darrang,325,3.2,2.2,4.1,"3.2 (2.2, 4.1)",18,Assam
Crude,Diabetes,Total,Udalguri,326,3.7,2.5,4.9,"3.7 (2.5, 4.9)",18,Assam
Crude,Diabetes,Total,Darjiling,327,4.2,3.2,5.2,"4.2 (3.2, 5.2)",19,West Bengal
Crude,Diabetes,Total,Jalpaiguri,328,2.9,1.9,4,"2.9 (1.9, 4)",19,West Bengal
Crude,Diabetes,Total,Koch Bihar,329,3.2,2.2,4.2,"3.2 (2.2, 4.2)",19,West Bengal
Crude,Diabetes,Total,Uttar Dinajpur,330,4,2.8,5.2,"4 (2.8, 5.2)",19,West Bengal
Crude,Diabetes,Total,Dakshin Dinajpur,331,2.6,1.9,3.4,"2.6 (1.9, 3.4)",19,West Bengal
Crude,Diabetes,Total,Maldah,332,4.3,3.4,5.2,"4.3 (3.4, 5.2)",19,West Bengal
Crude,Diabetes,Total,Murshidabad,333,4.2,3.1,5.4,"4.2 (3.1, 5.4)",19,West Bengal
Crude,Diabetes,Total,Birbhum,334,3.7,2.7,4.7,"3.7 (2.7, 4.7)",19,West Bengal
Crude,Diabetes,Total,Nadia,336,5,3.8,6.2,"5 (3.8, 6.2)",19,West Bengal
Crude,Diabetes,Total,North Twenty Four Parganas,337,4.7,3.6,5.8,"4.7 (3.6, 5.8)",19,West Bengal
Crude,Diabetes,Total,Hugli,338,7.2,5.6,8.8,"7.2 (5.6, 8.8)",19,West Bengal
Crude,Diabetes,Total,Bankura,339,4.9,3.8,5.9,"4.9 (3.8, 5.9)",19,West Bengal
Crude,Diabetes,Total,Puruliya,340,3.9,3,4.7,"3.9 (3, 4.7)",19,West Bengal
Crude,Diabetes,Total,Haora,341,5,3.8,6.2,"5 (3.8, 6.2)",19,West Bengal
Crude,Diabetes,Total,Kolkata,342,7,4.9,9.1,"7 (4.9, 9.1)",19,West Bengal
Crude,Diabetes,Total,South Twenty Four Parganas,343,5.5,4.2,6.8,"5.5 (4.2, 6.8)",19,West Bengal
Crude,Diabetes,Total,Paschim Medinipur,344,5.6,3.9,7.2,"5.6 (3.9, 7.2)",19,West Bengal
Crude,Diabetes,Total,Purba Medinipur,345,7.5,6,9.1,"7.5 (6, 9.1)",19,West Bengal
Crude,Diabetes,Total,Garhwa,346,4.4,2.8,5.9,"4.4 (2.8, 5.9)",20,Jharkhand
Crude,Diabetes,Total,Chatra,347,3.6,2.4,4.8,"3.6 (2.4, 4.8)",20,Jharkhand
Crude,Diabetes,Total,Kodarma,348,5.3,3.7,7,"5.3 (3.7, 7)",20,Jharkhand
Crude,Diabetes,Total,Giridih,349,3.9,2.5,5.4,"3.9 (2.5, 5.4)",20,Jharkhand
Crude,Diabetes,Total,Deoghar,350,4.4,3.2,5.6,"4.4 (3.2, 5.6)",20,Jharkhand
Crude,Diabetes,Total,Godda,351,3.2,2.1,4.3,"3.2 (2.1, 4.3)",20,Jharkhand
Crude,Diabetes,Total,Sahibganj,352,4.9,3.1,6.6,"4.9 (3.1, 6.6)",20,Jharkhand
Crude,Diabetes,Total,Pakur,353,3.8,2.8,4.9,"3.8 (2.8, 4.9)",20,Jharkhand
Crude,Diabetes,Total,Dhanbad,354,7.8,5.8,9.7,"7.8 (5.8, 9.7)",20,Jharkhand
Crude,Diabetes,Total,Bokaro,355,6.5,4.8,8.2,"6.5 (4.8, 8.2)",20,Jharkhand
Crude,Diabetes,Total,Lohardaga,356,3.2,2.2,4.2,"3.2 (2.2, 4.2)",20,Jharkhand
Crude,Diabetes,Total,Purbi Singhbhum,357,4.3,2.8,5.9,"4.3 (2.8, 5.9)",20,Jharkhand
Crude,Diabetes,Total,Palamu,358,4.2,2.7,5.7,"4.2 (2.7, 5.7)",20,Jharkhand
Crude,Diabetes,Total,Latehar,359,3.7,2.1,5.2,"3.7 (2.1, 5.2)",20,Jharkhand
Crude,Diabetes,Total,Hazaribagh,360,4.4,3.2,5.6,"4.4 (3.2, 5.6)",20,Jharkhand
Crude,Diabetes,Total,Ramgarh,361,6.2,4.4,7.9,"6.2 (4.4, 7.9)",20,Jharkhand
Crude,Diabetes,Total,Dumka,362,4.2,1.8,6.6,"4.2 (1.8, 6.6)",20,Jharkhand
Crude,Diabetes,Total,Jamtara,363,4.5,2.7,6.2,"4.5 (2.7, 6.2)",20,Jharkhand
Crude,Diabetes,Total,Ranchi,364,3,2.2,3.7,"3 (2.2, 3.7)",20,Jharkhand
Crude,Diabetes,Total,Khunti,365,3.1,1.1,5.2,"3.1 (1.1, 5.2)",20,Jharkhand
Crude,Diabetes,Total,Gumla,366,6.3,1.4,11.2,"6.3 (1.4, 11.2)",20,Jharkhand
Crude,Diabetes,Total,Simdega,367,4.2,1.7,6.7,"4.2 (1.7, 6.7)",20,Jharkhand
Crude,Diabetes,Total,Pashchimi Singhbhum,368,4.7,1.5,7.9,"4.7 (1.5, 7.9)",20,Jharkhand
Crude,Diabetes,Total,Saraikela-Kharsawan,369,9.6,3.5,15.7,"9.6 (3.5, 15.7)",20,Jharkhand
Crude,Diabetes,Total,Bargarh,370,4.1,3,5.1,"4.1 (3, 5.1)",21,Odisha
Crude,Diabetes,Total,Jharsuguda,371,6.5,5.1,7.9,"6.5 (5.1, 7.9)",21,Odisha
Crude,Diabetes,Total,Sambalpur,372,3.5,2.5,4.4,"3.5 (2.5, 4.4)",21,Odisha
Crude,Diabetes,Total,Debagarh,373,4.2,3.1,5.4,"4.2 (3.1, 5.4)",21,Odisha
Crude,Diabetes,Total,Sundargarh,374,4.6,3.4,5.8,"4.6 (3.4, 5.8)",21,Odisha
Crude,Diabetes,Total,Kendujhar,375,5.4,2.9,7.9,"5.4 (2.9, 7.9)",21,Odisha
Crude,Diabetes,Total,Mayurbhanj,376,3.7,2.5,4.9,"3.7 (2.5, 4.9)",21,Odisha
Crude,Diabetes,Total,Baleshwar,377,4.8,3.3,6.4,"4.8 (3.3, 6.4)",21,Odisha
Crude,Diabetes,Total,Bhadrak,378,5.9,4.8,7,"5.9 (4.8, 7)",21,Odisha
Crude,Diabetes,Total,Kendrapara,379,8.5,6.5,10.5,"8.5 (6.5, 10.5)",21,Odisha
Crude,Diabetes,Total,Jagatsinghapur,380,10.6,8.2,13,"10.6 (8.2, 13)",21,Odisha
Crude,Diabetes,Total,Cuttack,381,9,6.6,11.4,"9 (6.6, 11.4)",21,Odisha
Crude,Diabetes,Total,Jajapur,382,7.3,5.5,9.1,"7.3 (5.5, 9.1)",21,Odisha
Crude,Diabetes,Total,Dhenkanal,383,5.4,4.1,6.7,"5.4 (4.1, 6.7)",21,Odisha
Crude,Diabetes,Total,Anugul,384,7.9,4.4,11.4,"7.9 (4.4, 11.4)",21,Odisha
Crude,Diabetes,Total,Nayagarh,385,6.7,5.6,7.8,"6.7 (5.6, 7.8)",21,Odisha
Crude,Diabetes,Total,Khordha,386,9.6,8.1,11.2,"9.6 (8.1, 11.2)",21,Odisha
Crude,Diabetes,Total,Puri,387,7.6,6.1,9,"7.6 (6.1, 9)",21,Odisha
Crude,Diabetes,Total,Ganjam,388,6.2,4.5,7.9,"6.2 (4.5, 7.9)",21,Odisha
Crude,Diabetes,Total,Gajapati,389,2.7,1.4,4,"2.7 (1.4, 4)",21,Odisha
Crude,Diabetes,Total,Kandhamal,390,2.2,1.1,3.2,"2.2 (1.1, 3.2)",21,Odisha
Crude,Diabetes,Total,Baudh,391,2.9,2.1,3.6,"2.9 (2.1, 3.6)",21,Odisha
Crude,Diabetes,Total,Subarnapur,392,2.8,2.1,3.5,"2.8 (2.1, 3.5)",21,Odisha
Crude,Diabetes,Total,Balangir,393,2.3,1.6,3.1,"2.3 (1.6, 3.1)",21,Odisha
Crude,Diabetes,Total,Nuapada,394,2.8,2,3.5,"2.8 (2, 3.5)",21,Odisha
Crude,Diabetes,Total,Kalahandi,395,3.2,2,4.3,"3.2 (2, 4.3)",21,Odisha
Crude,Diabetes,Total,Rayagada,396,4.3,2.8,5.9,"4.3 (2.8, 5.9)",21,Odisha
Crude,Diabetes,Total,Nabarangapur,397,1.7,0.9,2.5,"1.7 (0.9, 2.5)",21,Odisha
Crude,Diabetes,Total,Koraput,398,2.3,1.3,3.2,"2.3 (1.3, 3.2)",21,Odisha
Crude,Diabetes,Total,Malkangiri,399,3,2.1,3.9,"3 (2.1, 3.9)",21,Odisha
Crude,Diabetes,Total,Koriya,400,3.7,2.6,4.8,"3.7 (2.6, 4.8)",22,Chhattisgarh
Crude,Diabetes,Total,Jashpur,402,2.1,1.5,2.7,"2.1 (1.5, 2.7)",22,Chhattisgarh
Crude,Diabetes,Total,Raigarh,403,3.7,2.7,4.7,"3.7 (2.7, 4.7)",22,Chhattisgarh
Crude,Diabetes,Total,Korba,404,6.8,4.2,9.5,"6.8 (4.2, 9.5)",22,Chhattisgarh
Crude,Diabetes,Total,Janjgir-Champa,405,6.1,3.6,8.7,"6.1 (3.6, 8.7)",22,Chhattisgarh
Crude,Diabetes,Total,Kabeerdham,407,2.4,1.5,3.2,"2.4 (1.5, 3.2)",22,Chhattisgarh
Crude,Diabetes,Total,Rajnandgaon,408,2.4,1.5,3.2,"2.4 (1.5, 3.2)",22,Chhattisgarh
Crude,Diabetes,Total,Mahasamund,411,3.3,2.4,4.2,"3.3 (2.4, 4.2)",22,Chhattisgarh
Crude,Diabetes,Total,Dhamtari,412,4.6,2.3,6.9,"4.6 (2.3, 6.9)",22,Chhattisgarh
Crude,Diabetes,Total,Uttar Bastar Kanker,413,3,2.1,3.8,"3 (2.1, 3.8)",22,Chhattisgarh
Crude,Diabetes,Total,Narayanpur,415,2.1,0.9,3.2,"2.1 (0.9, 3.2)",22,Chhattisgarh
Crude,Diabetes,Total,Bijapur,417,2.5,1.6,3.5,"2.5 (1.6, 3.5)",22,Chhattisgarh
Crude,Diabetes,Total,Sheopur,418,2,1,3,"2 (1, 3)",23,Madhya Pradesh
Crude,Diabetes,Total,Morena,419,3,1.9,4,"3 (1.9, 4)",23,Madhya Pradesh
Crude,Diabetes,Total,Bhind,420,2.9,2,3.9,"2.9 (2, 3.9)",23,Madhya Pradesh
Crude,Diabetes,Total,Gwalior,421,5.1,3.4,6.8,"5.1 (3.4, 6.8)",23,Madhya Pradesh
Crude,Diabetes,Total,Datia,422,3.1,2.2,4,"3.1 (2.2, 4)",23,Madhya Pradesh
Crude,Diabetes,Total,Shivpuri,423,2.5,1.7,3.3,"2.5 (1.7, 3.3)",23,Madhya Pradesh
Crude,Diabetes,Total,Tikamgarh,424,2.2,0.9,3.4,"2.2 (0.9, 3.4)",23,Madhya Pradesh
Crude,Diabetes,Total,Chhatarpur,425,2.4,1.6,3.3,"2.4 (1.6, 3.3)",23,Madhya Pradesh
Crude,Diabetes,Total,Panna,426,2.5,1.7,3.4,"2.5 (1.7, 3.4)",23,Madhya Pradesh
Crude,Diabetes,Total,Sagar,427,3.2,2.5,3.8,"3.2 (2.5, 3.8)",23,Madhya Pradesh
Crude,Diabetes,Total,Damoh,428,3.9,2.1,5.8,"3.9 (2.1, 5.8)",23,Madhya Pradesh
Crude,Diabetes,Total,Satna,429,3.7,2.2,5.1,"3.7 (2.2, 5.1)",23,Madhya Pradesh
Crude,Diabetes,Total,Rewa,430,4,3.1,5,"4 (3.1, 5)",23,Madhya Pradesh
Crude,Diabetes,Total,Umaria,431,1.9,1.2,2.5,"1.9 (1.2, 2.5)",23,Madhya Pradesh
Crude,Diabetes,Total,Neemuch,432,2.5,1.8,3.2,"2.5 (1.8, 3.2)",23,Madhya Pradesh
Crude,Diabetes,Total,Mandsaur,433,2.7,2,3.4,"2.7 (2, 3.4)",23,Madhya Pradesh
Crude,Diabetes,Total,Ratlam,434,2.3,1.6,3,"2.3 (1.6, 3)",23,Madhya Pradesh
Crude,Diabetes,Total,Ujjain,435,3.2,2,4.3,"3.2 (2, 4.3)",23,Madhya Pradesh
Crude,Diabetes,Total,Dewas,437,3.4,2.5,4.3,"3.4 (2.5, 4.3)",23,Madhya Pradesh
Crude,Diabetes,Total,Dhar,438,2.1,1.1,3.1,"2.1 (1.1, 3.1)",23,Madhya Pradesh
Crude,Diabetes,Total,Indore,439,3.4,2.5,4.3,"3.4 (2.5, 4.3)",23,Madhya Pradesh
Crude,Diabetes,Total,Khargone (West Nimar),440,1.5,0.9,2,"1.5 (0.9, 2)",23,Madhya Pradesh
Crude,Diabetes,Total,Barwani,441,1.5,0.9,2.1,"1.5 (0.9, 2.1)",23,Madhya Pradesh
Crude,Diabetes,Total,Rajgarh,442,3.2,1.9,4.6,"3.2 (1.9, 4.6)",23,Madhya Pradesh
Crude,Diabetes,Total,Vidisha,443,2.9,2,3.9,"2.9 (2, 3.9)",23,Madhya Pradesh
Crude,Diabetes,Total,Bhopal,444,6,3.6,8.5,"6 (3.6, 8.5)",23,Madhya Pradesh
Crude,Diabetes,Total,Sehore,445,5.7,3.7,7.6,"5.7 (3.7, 7.6)",23,Madhya Pradesh
Crude,Diabetes,Total,Raisen,446,3.9,1.3,6.6,"3.9 (1.3, 6.6)",23,Madhya Pradesh
Crude,Diabetes,Total,Betul,447,3.5,2.5,4.6,"3.5 (2.5, 4.6)",23,Madhya Pradesh
Crude,Diabetes,Total,Harda,448,2.9,2.2,3.7,"2.9 (2.2, 3.7)",23,Madhya Pradesh
Crude,Diabetes,Total,Hoshangabad,449,5.3,3.8,6.8,"5.3 (3.8, 6.8)",23,Madhya Pradesh
Crude,Diabetes,Total,Katni,450,3,2.1,4,"3 (2.1, 4)",23,Madhya Pradesh
Crude,Diabetes,Total,Jabalpur,451,3.8,0.7,6.8,"3.8 (0.7, 6.8)",23,Madhya Pradesh
Crude,Diabetes,Total,Narsimhapur,452,4.4,3.3,5.5,"4.4 (3.3, 5.5)",23,Madhya Pradesh
Crude,Diabetes,Total,Dindori,453,1.7,1,2.3,"1.7 (1, 2.3)",23,Madhya Pradesh
Crude,Diabetes,Total,Mandla,454,3.5,2.4,4.5,"3.5 (2.4, 4.5)",23,Madhya Pradesh
Crude,Diabetes,Total,Chhindwara,455,5,3.7,6.4,"5 (3.7, 6.4)",23,Madhya Pradesh
Crude,Diabetes,Total,Seoni,456,4.8,3.5,6.2,"4.8 (3.5, 6.2)",23,Madhya Pradesh
Crude,Diabetes,Total,Balaghat,457,1.4,0.5,2.4,"1.4 (0.5, 2.4)",23,Madhya Pradesh
Crude,Diabetes,Total,Guna,458,1.8,1.2,2.5,"1.8 (1.2, 2.5)",23,Madhya Pradesh
Crude,Diabetes,Total,Ashoknagar,459,2.3,1.6,2.9,"2.3 (1.6, 2.9)",23,Madhya Pradesh
Crude,Diabetes,Total,Shahdol,460,4.4,2.8,6,"4.4 (2.8, 6)",23,Madhya Pradesh
Crude,Diabetes,Total,Anuppur,461,3.6,2.9,4.3,"3.6 (2.9, 4.3)",23,Madhya Pradesh
Crude,Diabetes,Total,Sidhi,462,2.4,1.7,3.2,"2.4 (1.7, 3.2)",23,Madhya Pradesh
Crude,Diabetes,Total,Singrauli,463,2.4,1.4,3.4,"2.4 (1.4, 3.4)",23,Madhya Pradesh
Crude,Diabetes,Total,Jhabua,464,2.1,1.3,2.9,"2.1 (1.3, 2.9)",23,Madhya Pradesh
Crude,Diabetes,Total,Alirajpur,465,1,0.5,1.6,"1 (0.5, 1.6)",23,Madhya Pradesh
Crude,Diabetes,Total,Khandwa (East Nimar),466,2.4,1.4,3.4,"2.4 (1.4, 3.4)",23,Madhya Pradesh
Crude,Diabetes,Total,Burhanpur,467,2.3,1.6,3,"2.3 (1.6, 3)",23,Madhya Pradesh
Crude,Diabetes,Total,Kachchh,468,4.6,3.6,5.6,"4.6 (3.6, 5.6)",24,Gujarat
Crude,Diabetes,Total,Banas Kantha,469,3.4,2.5,4.4,"3.4 (2.5, 4.4)",24,Gujarat
Crude,Diabetes,Total,Patan,470,4.3,3.4,5.2,"4.3 (3.4, 5.2)",24,Gujarat
Crude,Diabetes,Total,Mahesana,471,4.5,3.4,5.6,"4.5 (3.4, 5.6)",24,Gujarat
Crude,Diabetes,Total,Gandhinagar,473,5,3.8,6.3,"5 (3.8, 6.3)",24,Gujarat
Crude,Diabetes,Total,Porbandar,478,6.2,4.8,7.7,"6.2 (4.8, 7.7)",24,Gujarat
Crude,Diabetes,Total,Amreli,480,4.8,3.7,5.8,"4.8 (3.7, 5.8)",24,Gujarat
Crude,Diabetes,Total,Anand,482,3.9,2.9,5,"3.9 (2.9, 5)",24,Gujarat
Crude,Diabetes,Total,Dohad,485,1.9,1.3,2.5,"1.9 (1.3, 2.5)",24,Gujarat
Crude,Diabetes,Total,Narmada,487,2.3,1.4,3.2,"2.3 (1.4, 3.2)",24,Gujarat
Crude,Diabetes,Total,Bharuch,488,5.7,4.5,6.8,"5.7 (4.5, 6.8)",24,Gujarat
Crude,Diabetes,Total,The Dangs,489,1.6,1,2.3,"1.6 (1, 2.3)",24,Gujarat
Crude,Diabetes,Total,Navsari,490,4.2,3.1,5.4,"4.2 (3.1, 5.4)",24,Gujarat
Crude,Diabetes,Total,Valsad,491,5.3,4.1,6.4,"5.3 (4.1, 6.4)",24,Gujarat
Crude,Diabetes,Total,Surat,492,4.2,3.2,5.2,"4.2 (3.2, 5.2)",24,Gujarat
Crude,Diabetes,Total,Tapi,493,4.1,3.1,5.1,"4.1 (3.1, 5.1)",24,Gujarat
Crude,Diabetes,Total,Diu,494,6.9,4.8,9,"6.9 (4.8, 9)",25,Dadra & Nagar Haveli & Daman & Diu
Crude,Diabetes,Total,Daman,495,4.5,3.3,5.7,"4.5 (3.3, 5.7)",25,Dadra & Nagar Haveli & Daman & Diu
Crude,Diabetes,Total,Dadra & Nagar Haveli,496,4.4,3.1,5.6,"4.4 (3.1, 5.6)",25,Dadra & Nagar Haveli & Daman & Diu
Crude,Diabetes,Total,Nandurbar,497,3.2,2.4,4.1,"3.2 (2.4, 4.1)",27,Maharashtra
Crude,Diabetes,Total,Dhule,498,5.5,3.9,7.1,"5.5 (3.9, 7.1)",27,Maharashtra
Crude,Diabetes,Total,Jalgaon,499,4.7,3.6,5.9,"4.7 (3.6, 5.9)",27,Maharashtra
Crude,Diabetes,Total,Buldana,500,2.5,1.8,3.3,"2.5 (1.8, 3.3)",27,Maharashtra
Crude,Diabetes,Total,Akola,501,2.9,2.2,3.6,"2.9 (2.2, 3.6)",27,Maharashtra
Crude,Diabetes,Total,Washim,502,3,2.2,3.7,"3 (2.2, 3.7)",27,Maharashtra
Crude,Diabetes,Total,Amravati,503,3.8,2.9,4.7,"3.8 (2.9, 4.7)",27,Maharashtra
Crude,Diabetes,Total,Wardha,504,2.4,1.7,3.1,"2.4 (1.7, 3.1)",27,Maharashtra
Crude,Diabetes,Total,Nagpur,505,3.6,2.5,4.7,"3.6 (2.5, 4.7)",27,Maharashtra
Crude,Diabetes,Total,Bhandara,506,3.2,2.1,4.3,"3.2 (2.1, 4.3)",27,Maharashtra
Crude,Diabetes,Total,Gondiya,507,2.7,2,3.4,"2.7 (2, 3.4)",27,Maharashtra
Crude,Diabetes,Total,Gadchiroli,508,3,2.3,3.6,"3 (2.3, 3.6)",27,Maharashtra
Crude,Diabetes,Total,Chandrapur,509,3.2,2.3,4.2,"3.2 (2.3, 4.2)",27,Maharashtra
Crude,Diabetes,Total,Yavatmal,510,3.5,2.6,4.3,"3.5 (2.6, 4.3)",27,Maharashtra
Crude,Diabetes,Total,Nanded,511,3.6,2.7,4.4,"3.6 (2.7, 4.4)",27,Maharashtra
Crude,Diabetes,Total,Hingoli,512,3.1,2.3,3.8,"3.1 (2.3, 3.8)",27,Maharashtra
Crude,Diabetes,Total,Parbhani,513,4.5,3.5,5.6,"4.5 (3.5, 5.6)",27,Maharashtra
Crude,Diabetes,Total,Jalna,514,3.8,3,4.7,"3.8 (3, 4.7)",27,Maharashtra
Crude,Diabetes,Total,Aurangabad,515,3.8,2.9,4.7,"3.8 (2.9, 4.7)",27,Maharashtra
Crude,Diabetes,Total,Nashik,516,4.5,3.5,5.4,"4.5 (3.5, 5.4)",27,Maharashtra
Crude,Diabetes,Total,Mumbai Suburban,518,10.2,7.3,13,"10.2 (7.3, 13)",27,Maharashtra
Crude,Diabetes,Total,Mumbai,519,7.3,5,9.6,"7.3 (5, 9.6)",27,Maharashtra
Crude,Diabetes,Total,Raigarh,520,4.8,3.6,6,"4.8 (3.6, 6)",27,Maharashtra
Crude,Diabetes,Total,Pune,521,6.1,4.5,7.6,"6.1 (4.5, 7.6)",27,Maharashtra
Crude,Diabetes,Total,Ahmadnagar,522,5.2,4,6.5,"5.2 (4, 6.5)",27,Maharashtra
Crude,Diabetes,Total,Bid,523,4.7,3.8,5.6,"4.7 (3.8, 5.6)",27,Maharashtra
Crude,Diabetes,Total,Latur,524,3.9,2.9,4.9,"3.9 (2.9, 4.9)",27,Maharashtra
Crude,Diabetes,Total,Osmanabad,525,3.4,2.7,4.2,"3.4 (2.7, 4.2)",27,Maharashtra
Crude,Diabetes,Total,Solapur,526,4.7,3.7,5.8,"4.7 (3.7, 5.8)",27,Maharashtra
Crude,Diabetes,Total,Satara,527,6.1,4.9,7.3,"6.1 (4.9, 7.3)",27,Maharashtra
Crude,Diabetes,Total,Ratnagiri,528,6.4,5,7.8,"6.4 (5, 7.8)",27,Maharashtra
Crude,Diabetes,Total,Sindhudurg,529,9.2,7.8,10.6,"9.2 (7.8, 10.6)",27,Maharashtra
Crude,Diabetes,Total,Kolhapur,530,5.6,4.6,6.7,"5.6 (4.6, 6.7)",27,Maharashtra
Crude,Diabetes,Total,Sangli,531,4.9,3.8,6,"4.9 (3.8, 6)",27,Maharashtra
Crude,Diabetes,Total,Srikakulam,542,8.3,6.6,10.1,"8.3 (6.6, 10.1)",28,Andhra Pradesh
Crude,Diabetes,Total,Vizianagaram,543,5.5,4.3,6.8,"5.5 (4.3, 6.8)",28,Andhra Pradesh
Crude,Diabetes,Total,Visakhapatnam,544,7.2,5.6,8.8,"7.2 (5.6, 8.8)",28,Andhra Pradesh
Crude,Diabetes,Total,East Godavari,545,12.7,10.7,14.6,"12.7 (10.7, 14.6)",28,Andhra Pradesh
Crude,Diabetes,Total,West Godavari,546,11.4,9.6,13.3,"11.4 (9.6, 13.3)",28,Andhra Pradesh
